	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
74349	5.6662459473618	-1.42322461957029	-1.09310102754506	0.330123592025239	-2.96063373196282	-0.651110431405248	0	0.00862247007688104	0.266219592480285	0.999573205417487	-1	0	0	74349	Fhip1b	chr7
233649	-1.50558790029878	-0.877755224092331	-0.734293755219411	0.143461468872919	0	0	0	0.612184086328867	0.731320419248798	0.979982644795067	0	0	0	233649	Cnga4	chr7
244189	4.13080223642461	-0.0672461598217153	0.0639952484154951	0.13124140823721	0	0	0	0.999836091448518	0.999854082810454	0.999707644022633	0	0	0	244189	Gm4972	NA
109042	5.41545083115782	-0.0303391183904447	0.010932222072829	0.0412713404632736	0	0	0	0.999864079948479	0.999952761600298	0.999869295598363	0	0	0	109042	Cavin3	chr7
20597	3.6959737564207	-0.356301798397197	-0.756075425755701	-0.399773627358503	0	0	0	0.99644265876165	0.899246819965497	0.996339155046232	0	0	0	20597	Smpd1	chr7
11785	3.13743154885633	2.58000866443655	1.90712185059419	-0.672886813842356	5.48945843853348	3.42879548634193	0	0.000248798306065365	0.00419104708972543	0.852759584130534	1	1	0	11785	Apbb1	chr7
15458	0.245619890982142	0.371181794396445	-0.940998608935645	-1.31218040333209	0	0	-1.17604274291275	0.972093812005351	0.587918775834986	0.135978447106382	0	0	0	15458	Hpx	chr7
55992	4.47384936093478	0.325435541053376	0.0684096191497474	-0.257025921903629	0	0	0	0.999236232045286	0.999953222285948	0.999693246458564	0	0	0	55992	Trim3	chr7
76932	5.8208671755175	-0.256706273729018	-0.711834812724573	-0.455128538995556	0	0	0	0.999941574577791	0.985460283682211	0.9996783119831	0	0	0	76932	Arfip2	chr7
14356	3.6814254460174	-0.111752649102755	-0.258568506227838	-0.146815857125083	0	0	0	0.99949424606316	0.998364358971393	0.999451228228343	0	0	0	14356	Timm10b	chr7
101867	4.48292900546871	0.835713454744885	0.933891787482842	0.0981783327379571	0	0	0	0.856104158953815	0.671874020018861	0.999929156206123	0	0	0	101867	Rrp8	chr7
16202	6.2792789205555	0.969302035179481	1.47235371391609	0.503051678736607	0	3.37759485827442	0	0.584486475666061	0.00452837647759716	0.997659169263778	0	1	0	16202	Ilk	chr7
24075	3.46381304792775	-0.438948689161453	-0.922615843536192	-0.48366715437474	0	0	0	0.986559706959558	0.644746031108147	0.985961443738781	0	0	0	24075	Taf10	chr7
12751	6.84611911199175	0.0927460346837297	-0.233052551577401	-0.325798586261131	0	0	0	0.999987159078448	0.999941962335591	0.999914215037751	0	0	0	12751	Tpp1	chr7
233651	2.53845524314099	5.32022814387146	5.95307858320422	0.632850439332756	16.5760058987113	18.9236442634409	0	5.62481383210252e-08	1.93629334079151e-08	0.879500853631177	1	1	0	233651	Dchs1	chr7
27397	5.36691852151045	0.300977562034332	0.399843902146522	0.0988663401121901	0	0	0	0.999796196564381	0.999455928663819	0.999981625806061	0	0	0	27397	Mrpl17	chr7
77700	-2.77773260625644	-1.99214579958191	0.84755353869526	2.83969933827717	-1.79539346202215	0	3.19675116466134	0.0546061875113907	0.601816683001875	0.00603804642913509	0	0	0	77700	Gvin5	NA
626055	-1.5928437762984	2.11807752948185	1.6552109609367	-0.462866568545151	2.94897116288755	1.90667173273874	0	0.00879499596102885	0.0457137098152384	0.89890747188782	1	0	0	626055	Gm15645	NA
100042856	-2.55600084418849	-3.06119653201743	-0.844993190409269	2.21620334160817	-2.15500648391607	0	1.36808814620804	0.0321645649873908	0.611652497908772	0.10659270826694	0	0	0	100042856	Gvin2	chr7
668139	-0.663104310679243	2.28059490119452	1.44553967684003	-0.83505522435449	0.747198551653934	0.265791891366975	0	0.282863626102602	0.488948501485777	0.696353174061019	0	0	0	668139	Gvin4	NA
60510	2.13958836891905	2.80894916139606	3.48277748805826	0.673828326662199	7.34046136780351	9.52264217991842	0	3.20471003430914e-05	4.51342784661558e-06	0.864044648751786	1	1	0	60510	Syt9	chr7
244198	-1.10486359852575	-0.355831902366715	1.14898128935525	1.50481319172197	0	0.167749897448555	0.581481542134827	0.839914349325726	0.455666560454454	0.297822579822149	0	0	0	244198	Olfml1	chr7
19024	5.41356541967821	-1.34772658389691	-1.66001518671829	-0.312288602821382	-2.25104312957128	-4.29962828610551	0	0.026527215236855	0.00117796758187703	0.999452840694236	0	-1	0	19024	Ppfibp2	chr7
320635	-1.58313573527781	1.63214289901224	1.97473463257019	0.342591733557951	1.48960161975109	2.32576716111042	0	0.0866119010509762	0.0235964562229411	0.921098589843937	0	0	0	320635	Cyb5r2	chr7
244199	-4.82840599870637	4.2144502044691	4.54909699361459	0.334646789145494	5.88583884972213	6.49859591460024	0	0.000158819848120096	7.98581971348318e-05	0.880775194046748	1	1	0	244199	Ovch2	chr7
100043059	1.13594084344213	-0.431756760459728	-0.586661321530651	-0.154904561070923	0	0	0	0.990579473975817	0.970175979251437	0.999304724384941	0	0	0	100043059	Gm4199	NA
244202	-2.18806263203027	1.60137573597659	1.08877816461981	-0.512597571356774	0.942111619001247	0.149287945318484	0	0.187880278997007	0.44612269878914	0.788654485906806	0	0	0	244202	Nlrp10	chr7
66085	8.20634165662238	-0.272981187642948	-0.11918030742086	0.153800880222088	0	0	0	0.999821367443498	0.999960183819276	0.999969064312276	0	0	0	66085	Eif3f	chr7
22141	-1.39030780132171	4.36912754441439	4.76314997218348	0.394022427769088	5.78949809042836	6.6991712077362	0	0.000178698205888879	6.459420314532e-05	0.843857399676257	1	1	0	22141	Tub	chr7
320360	-0.33148375402874	4.72964600846031	4.77472518133064	0.0450791728703306	13.1323767811454	13.9106193734595	0	3.65151185474416e-07	2.30027225577773e-07	0.9971862657049	1	1	0	320360	Ric3	chr7
109594	1.46473118325058	7.32445198180238	7.41969146555572	0.0952394837533418	13.4550155134246	14.3192471147238	0	3.23019376199714e-07	1.96039548538591e-07	0.973574319134941	1	1	0	109594	Lmo1	chr7
117229	-4.45518986093771	4.68711062050516	4.49343657607693	-0.193674044428224	5.8857671085731	5.57660352825075	0	0.000160913456211049	0.000231671980069396	0.922103893056943	1	1	0	117229	Stk33	chr7
330627	-0.651928546219631	-1.01397690776678	0.246129834680412	1.2601067424472	-0.0249466517536248	0	0.46392710721435	0.493605107436136	0.915378983047745	0.328985497818913	0	0	0	330627	Trim66	chr7
26451	5.82395698886635	-0.253915296601469	-0.292094524110594	-0.0381792275091248	0	0	0	0.999940006612991	0.999913949826209	0.999997458026358	0	0	0	26451	Rpl27a	chr7
100302499	0.595488035567871	-0.129892531035708	0.58721283125637	0.717105362292078	0	0	0	0.987219882356807	0.859616627466321	0.77926161292819	0	0	0	100302499	Snora3	chr7
76954	6.16123999167383	0.0793021386531327	0.76148060655592	0.682178467902787	0	0	0	0.999955214141319	0.938789629289239	0.980734156600229	0	0	0	76954	Dennd2b	chr7
57373	3.38413756571072	-2.19085212273512	-1.99114495105701	0.199707171678106	-4.55221466917766	-3.81479491685234	0	0.000832603959413354	0.00235758544270921	0.996887639924187	-1	-1	0	57373	Akip1	chr7
57355	-1.81419732844612	-2.79580615363381	-1.48703679454383	1.30876935908998	-4.22218888199028	-1.10337540170191	0.818162969435515	0.00132026999640725	0.150494001440649	0.218084992155321	-1	0	0	57355	BC051019	chr7
56787	-3.59969776016257	-2.76696002737288	-1.20571785990993	1.56124216746295	-2.07782664943918	-0.228826806755403	0.711267293782887	0.0358926146051331	0.431471569493157	0.253668055203106	0	0	0	56787	Ascl3	chr7
56786	4.78677780844109	-1.49164889326757	-1.89979820638285	-0.408149313115285	-3.63209378881068	-6.74081682637643	0	0.00308672809883913	5.938993463082e-05	0.999445268200888	-1	-1	0	56786	Tmem9b	chr7
78593	2.68136701737989	-1.16950172836186	0.17895393903823	1.34845566740009	-0.738228961099653	0	1.54293267176086	0.240283857234376	0.996251080316766	0.0798814884967043	0	0	0	78593	Nrip3	chr7
56788	-2.50117433497827	4.55877981158816	3.07522322457683	-1.48355658701133	3.95372237692408	2.45297417525238	-0.517027492592935	0.00203584127230602	0.0198233452826799	0.323206746138214	1	0	0	56788	Scube2	chr7
19347	6.88887060227835	0.440244518539983	1.06746255322224	0.627218034682262	0	0.57590664093913	0	0.99938428188285	0.289914346221986	0.996030157154591	0	0	0	19347	Dennd5a	chr7
233724	4.85242998529849	0.0544042888053902	0.539252888105905	0.484848599300514	0	0	0	0.999973551996082	0.995360190384308	0.997931933230293	0	0	0	233724	Tmem41b	chr7
233726	8.00066658488858	0.217066937980086	0.415177080073954	0.198110142093868	0	0	0	0.99733074665871	0.988007941324791	0.998625380918736	0	0	0	233726	Ipo7	chr7
100379145	-1.18919977720357	0.547025702327154	2.17944790660421	1.63242220427705	0	1.6428130675768	0.879852243812931	0.768250440765252	0.0696706407880303	0.204696391746654	0	0	0	100379145	Snora23	chr7
767812	0.548628845353922	0.277441504273826	0.427045254395503	0.149603750121677	0	0	0	0.969359944078976	0.938904603054972	0.986965972135129	0	0	0	767812	AA474408	NA
20841	4.22258691190606	-0.461112046499206	-0.782139387154175	-0.321027340654969	0	0	0	0.993328702461262	0.885242441423175	0.998702932911648	0	0	0	20841	Zfp143	chr7
22390	6.41384803056812	-1.42810406319551	-0.73309220389394	0.69501185930157	-1.88590844852451	0	0	0.0472004972851879	0.86441267288027	0.907116364659074	0	0	0	22390	Wee1	chr7
20947	5.75620807162324	-1.01239750899422	0.19872913894983	1.21112664794405	-0.0628679987187298	0	1.13112862306264	0.475676127716586	0.998381099378073	0.144683176666565	0	0	0	20947	Swap70	chr7
319934	6.77443786296754	-0.218756764963497	0.234182895180017	0.452939660143514	0	0	0	0.999949546145665	0.999941377393022	0.999636897046096	0	0	0	319934	Sbf2	chr7
11535	4.71112181048397	0.649791564729182	0.451571176740265	-0.198220387988917	0	0	0	0.825206856125005	0.925695510590942	0.981489636711097	0	0	0	11535	Adm	chr7
11717	4.12256622050745	-0.470796142296705	-2.09265746689072	-1.62186132459401	0	-5.75224124850751	-3.42660991966396	0.984961503407471	0.000180869252098006	0.00420365021105777	0	-1	0	11717	Ampd3	chr7
67150	2.78746848641563	0.321319281319528	-0.533679417137136	-0.854998698456664	0	0	0	0.996907026742596	0.98654809140448	0.781816941034511	0	0	0	67150	Rnf141	chr7
114332	-0.117309873936086	3.25157951477807	3.34939928256614	0.0978197677880723	4.33545807210107	4.71431099664484	0	0.00113478622926202	0.000677595431260165	0.970416826213431	1	1	0	114332	Lyve1	chr7
17540	1.47964783934766	7.52789885457129	7.49518800952057	-0.0327108450507154	17.1298702973238	18.3837712588506	0	4.58094527303781e-08	2.56734652764919e-08	0.99457070204036	1	1	0	17540	Irag1	chr7
22083	7.0264998894458	-0.264352663783009	-1.35171687654059	-1.08736421275758	0	-3.01783562941382	-0.806605078488154	0.999913965232179	0.00788523703423177	0.221103260914222	0	-1	0	22083	Ctr9	chr7
13690	10.7693335759422	0.370617576031217	0.618584278541949	0.247966702510732	0	0	0	0.998848845353718	0.985016411196854	0.999814740947773	0	0	0	13690	Eif4g2	chr7
75479	-1.15684184347104	-0.170326840047713	-0.311404915464698	-0.141078075416985	0	0	0	0.969614019626483	0.941537884826411	0.978246053648563	0	0	0	75479	Zbed5-ps	chr7
233733	6.63478675294259	1.8579110965498	0.809078195305915	-1.04883290124389	5.64524705325739	0	-0.349624194427002	0.000205506046846531	0.879368098896877	0.367627431105434	1	0	0	233733	Galnt18	chr7
74996	7.52426554521947	-0.141533098996403	-0.0148388643662321	0.126694234630171	0	0	0	0.999734509218044	0.999977014669886	0.999867290914302	0	0	0	74996	Usp47	chr7
50781	3.61263399829598	6.3651576788569	5.04491265008944	-1.32024502876746	14.0948074105101	12.526077380307	-0.827900442507304	2.15837787303016e-07	5.37260526863612e-07	0.215483715591575	1	1	0	50781	Dkk3	chr7
320878	6.01361744682701	4.0074808684978	2.88706866314169	-1.12041220535611	15.8374546054418	10.4262106121836	-0.68259903250762	7.92552626169778e-08	2.2159847963392e-06	0.256652884142379	1	1	0	320878	Mical2	chr7
100504195	2.25061789426096	4.32961748355005	3.52703492973037	-0.802582553819675	11.4802662201352	9.91818860874303	0	1.05815127647379e-06	3.29337070049001e-06	0.73392897716181	1	1	0	100504195	NA	chr7
57342	8.00603740349239	0.959944812136872	1.26826724234832	0.308322430211451	0	1.82930121997762	0	0.604358304199176	0.051549706743249	0.999673540385713	0	0	0	57342	Parva	chr7
69625	-0.64311339531779	1.95872662402957	3.99937304389146	2.04064641986188	1.81299488070489	4.62309990890128	1.56282001106473	0.0530897778703262	0.000778196574822857	0.0783433650279019	0	1	0	69625	2310014F06Rik	NA
21676	7.30230567461727	1.84387814225868	2.23700938394364	0.393131241684955	6.78425573215013	9.94304123201876	0	5.6704961815176e-05	3.20122245502022e-06	0.999740229977491	1	1	0	21676	Tead1	chr7
78748	3.7673139245742	0.834972117941068	2.1570020229108	1.32202990496973	0	4.23001051833814	1.196508217243	0.734625597982466	0.00129953539695423	0.132152624641835	0	1	0	78748	Rassf10	chr7
11865	4.86595208170352	-0.390543671324997	0.390088403640555	0.780632074965552	0	0	0	0.9996172048817	0.999581189105907	0.954744822157347	0	0	0	11865	Bmal1	chr7
68815	5.42366091463568	-0.573058837525092	-0.198935044736839	0.374123792788254	0	0	0	0.949190131159965	0.996279271375311	0.98974575240823	0	0	0	68815	Btbd10	chr7
67420	7.85288385087595	-2.22325183706374	-0.94350650094677	1.27974533611697	-4.41900647771654	0	1.08134804097374	0.000999175062823527	0.579625250339523	0.154862358326342	-1	0	0	67420	Far1	chr7
233744	2.83354828346861	-1.38519718684733	-0.700396308974039	0.684800877873295	-1.0753420199859	0	0	0.156183456501725	0.786052364256845	0.814855316243562	0	0	0	233744	Spon1	chr7
66922	5.76017140469495	-1.44999269385889	-1.16166831284387	0.288324381015022	-4.00393191294926	-1.43808284360898	0	0.00179083339911081	0.0933627367316271	0.999944998477532	-1	0	0	66922	Rras2	chr7
70349	7.8107207473061	-0.322879728349009	-0.315274936477883	0.00760479187112573	0	0	0	0.999801503236054	0.999810709745674	0.999999225507006	0	0	0	70349	Copb1	chr7
26440	6.66350509475652	0.123375532551742	-0.313666827552758	-0.437042360104501	0	0	0	0.999857671497697	0.999142822530371	0.998204908984679	0	0	0	26440	Psma1	chr7
18576	-1.3240368147029	1.3359064342232	1.81055136985935	0.474644935636144	0.843065988960857	2.01066070056167	0	0.211471866615857	0.0388574257608526	0.882092991104399	0	0	0	18576	Pde3b	chr7
244209	-2.59568532006589	0.0408251990720614	1.40291959602353	1.36209439695147	0	0.791917931556768	0.728307599280833	0.990589931346732	0.225794117070167	0.243785895067372	0	0	0	244209	Cyp2r1	chr7
12310	-0.290681498531255	1.8434275655228	-1.49668405671996	-3.34011162224276	1.37834380124623	-1.05381589464442	-4.10710858874096	0.102639029453715	0.161031440367551	0.00156937473336558	0	0	0	12310	Calca	chr7
233752	-2.57129536807743	0.57733289527996	-1.07431990101205	-1.65165279629201	0	-0.154661709827163	-1.30311819826669	0.78232988743961	0.441526422890168	0.113930571969419	0	0	0	233752	Insc	chr7
20679	2.96962650794937	-3.2156444017241	-2.32371388561004	0.891930516114068	-5.36387231866987	-3.13446134642275	0	0.000292431892287728	0.00659689755994453	0.619255108588318	-1	-1	0	20679	Sox6	chr7
56372	5.63559779985319	0.103784657838911	-0.211270600952552	-0.315055258791463	0	0	0	0.99997299570184	0.999922572205932	0.999853069236694	0	0	0	56372	1110004F10Rik	chr7
233765	5.69236403653289	1.11243877508274	0.976698862002423	-0.135739913080315	0.692597025373167	0	0	0.253659728772164	0.555877581886816	0.999825796015354	0	0	0	233765	Plekha7	chr7
68052	1.85085538782347	-0.140315696092262	0.46595200983175	0.606267705924012	0	0	0	0.994982687620318	0.956244489877573	0.909022775114875	0	0	0	68052	Rps13	chr7
100302592	0.214200169608522	-0.488358111695919	0.144560310962745	0.632918422658664	0	0	0	0.909544206084697	0.984750735218883	0.842100713666816	0	0	0	100302592	Snord14a	NA
100861687	-1.96546903522424	-1.05886257762097	0.198266272307693	1.25712884992866	-0.104071023425187	0	0.460262702636895	0.462831706046924	0.931761039349624	0.330224070448322	0	0	0	100861687	NA	NA
18704	7.3230470984299	-0.759380610228672	-0.577304168574393	0.182076441654279	0	0	0	0.81363304861823	0.932271288641024	0.996356255221634	0	0	0	18704	Pik3c2a	chr7
53322	5.4069793441026	-2.30323686279223	-1.94708762418658	0.356149238605651	-7.74063138133083	-5.62222663419592	0	2.15895631165243e-05	0.000211299402300647	0.998721794094616	-1	-1	0	53322	Nucb2	chr7
233781	0.21564262306032	4.64629690779258	5.18603188882916	0.539734981036576	9.97132389809759	11.4262438192829	0	3.22588856909289e-06	1.12065465610721e-06	0.853287349555437	1	1	0	233781	Xylt1	chr7
267019	7.29113160694846	-0.100477083486102	0.0233615399867633	0.123838623472865	0	0	0	0.999963261872919	0.9999922547601	0.999973184480129	0	0	0	267019	Rps15a	chr7
54208	6.91068474476139	0.484250227431894	-0.486392495345362	-0.970642722777256	0	0	0	0.99382786024254	0.993447381936279	0.574674763480036	0	0	0	54208	Arl6ip1	chr7
233789	8.64817542283992	-0.495266583565574	-0.12739637431501	0.367870209250563	0	0	0	0.982137617839837	0.999080308270081	0.995657295502614	0	0	0	233789	Smg1	chr7
110058	-2.21862999175453	-1.81287593161289	-3.93099151248001	-2.11811558086712	-0.965813300928942	-3.76528067576562	-1.69898244957417	0.185384447022497	0.00262675108360232	0.063685787952323	0	-1	0	110058	Syt17	chr7
319622	6.75204941176787	-0.54435648336876	-1.04975170796498	-0.505395224596225	0	-0.361828201175437	0	0.995169681305572	0.363222480056103	0.997820105605471	0	0	0	319622	Itpripl2	chr7
12850	3.43151065765801	-0.149991145158	-0.605536901654344	-0.455545756496345	0	0	0	0.999082816170094	0.967251633170856	0.991551258075477	0	0	0	12850	Coq7	chr7
209760	2.71597039733379	-3.92162813198458	-2.45891564045478	1.46271249152979	-9.02642527862697	-4.38073558636241	1.77120717073557	6.86269972658456e-06	0.0010546850217165	0.0564104136645944	-1	-1	0	209760	Tmc7	chr7
74424	2.93671850543028	-7.23044237050055	-4.46433254387478	2.76610982662577	-17.7908460993857	-9.63579290259352	7.57451408929827	3.33177506655694e-08	4.19175667459943e-06	2.54128353123906e-05	-1	-1	1	74424	Tmc5	chr7
56209	7.25505267523843	-3.28349208659416	-2.74461606241371	0.538876024180448	-14.9274555638219	-11.4397370192107	0	1.26891693446696e-07	1.06646299543573e-06	0.994138307164989	-1	-1	0	56209	Gde1	chr7
101565	4.58416413440738	-0.107634876438721	0.247153704704449	0.354788581143169	0	0	0	0.998865001503818	0.99622237985238	0.992895360460845	0	0	0	101565	Ccp110	chr7
71517	5.86356959531189	-0.00332946834582071	-0.0229679547320503	-0.0196384863862296	0	0	0	0.99999914245441	0.999994189616328	0.999996827631145	0	0	0	71517	Vps35l	chr7
66356	5.4234980943287	0.117079210857804	0.263668933369972	0.146589722512167	0	0	0	0.999844084994594	0.999393921620134	0.999847405735254	0	0	0	66356	Knop1	chr7
434232	-0.308872974480668	0.56831877941903	0.626232500880269	0.0579137214612392	0	0	0	0.924127535312104	0.900407390643697	0.998052660114273	0	0	0	434232	Iqck	chr7
64297	4.851685201718	1.42072901666032	3.84573880132929	2.42500978466897	1.81111113849054	10.8931153639873	5.70283061365973	0.0530284308785178	1.58801008432597e-06	0.000192027457295591	0	1	1	64297	Gprc5b	chr7
233802	5.63606624774083	0.136007083214714	0.319349266355461	0.183342183140747	0	0	0	0.999794075842165	0.99891732493915	0.999773130557924	0	0	0	233802	Thumpd1	chr7
434233	5.51930788184531	0.423679172299251	0.674328595833798	0.250649423534547	0	0	0	0.999336270353079	0.986369042605365	0.999921117798352	0	0	0	434233	Ppp1ccb	chr5
71151	2.63661484400378	0.696009859559264	0.644394844674185	-0.0516150148850785	0	0	0	0.93228550846699	0.959559011576374	0.999815121907585	0	0	0	71151	Eri2	chr7
434234	2.10840835784749	0.493716147738693	0.742745704867185	0.249029557128493	0	0	0	0.96207508684428	0.835058909898055	0.992238217111808	0	0	0	434234	Rexo5	chr7
233805	4.47874669548458	1.9082871176577	1.47754323319158	-0.43074388446612	5.85034688166632	3.21878670936465	0	0.000161025481620318	0.00577471477981224	0.99725476965407	1	1	0	233805	Dcun1d3	chr7
73919	1.43713778457801	0.40612772847921	-0.339596131085107	-0.745723859564318	0	0	0	0.984369017857161	0.992802974575663	0.860529128959066	0	0	0	73919	Lyrm1	chr7
381917	-2.31184276019474	-0.374972597680003	-0.329792867895294	0.0451797297847096	0	0	0	0.897055200574063	0.91436674719024	0.9908639614378	0	0	0	381917	Dnah3	chr7
233806	4.16040991865784	1.15915589855312	-1.26425367377368	-2.4234095723268	0.492913755990935	-0.934981229848761	-4.71915849837196	0.317434642077309	0.188008008313153	0.000665680360526382	0	0	-1	233806	Ldaf1	chr7
12971	3.88769468561093	-4.67472117439878	-6.7360292589967	-2.06130808459793	-7.42033676769985	-11.7081549277851	-3.27696198552277	3.05555373256534e-05	9.65597660257044e-07	0.00528557695085023	-1	-1	0	12971	Crym	chr7
78552	2.16888221782576	1.008023177407	0.845112769102138	-0.162910408304858	0.0287513000972185	0	0	0.488905302062477	0.70978719837064	0.993090295031818	0	0	0	78552	E130201H02Rik	chr7
637957	2.1132496953297	0.354745263140316	-0.469585282135411	-0.824330545275727	0	0	0	0.995367635756176	0.991596896341472	0.81886833314347	0	0	0	637957	NA	NA
67003	7.46625917672106	-0.0540824121389614	-0.184733067301522	-0.130650655162561	0	0	0	0.99998798906891	0.999937726877244	0.999980559528508	0	0	0	67003	Uqcrc2	chr7
100504389	-0.622101780604363	0.764308516178266	0.270201386885845	-0.49410712929242	0	0	0	0.770496770513489	0.984648345311855	0.936880364207886	0	0	0	100504389	9030407P20Rik	NA
233812	4.54331037925281	-0.0325392588884288	0.390517068188199	0.423056327076628	0	0	0	0.999436910090405	0.982802779465556	0.980905538870909	0	0	0	233812	Mosmo	chr7
233813	-2.73169970188597	2.06427384432323	1.43976923603963	-0.624504608283597	1.80565752757343	0.796614540329704	0	0.0538329800708774	0.224836479498238	0.73963072640442	0	0	0	233813	Vwa3a	chr7
13631	5.57971456294437	0.947339006659329	0.798222592814896	-0.149116413844434	0	0	0	0.647571123336967	0.917064148298955	0.999944822712772	0	0	0	13631	Eef2k	chr7
26939	4.97711217132408	0.398187422011115	0.604054887265224	0.205867465254109	0	0	0	0.994555027938941	0.968832707351133	0.999089454727685	0	0	0	26939	Polr3e	chr7
12585	5.38037311845071	0.957978159697262	2.27658177287948	1.31860361318222	0	5.40407622858493	1.40619709449098	0.571149459951555	0.000275969247463078	0.0978447383338284	0	1	0	12585	Cdr2	chr7
74466	-2.15341320895237	-3.09713459507615	-2.06540176481273	1.03173283026342	-4.78187548327102	-2.3811429666614	0.0850377908959042	0.000616585324136304	0.021621982313341	0.467377400306599	-1	0	0	74466	Mfsd13b	chr7
668548	0.341876759336034	0.570980701996957	0.383308515927514	-0.187672186069443	0	0	0	0.947903811137119	0.988094613774972	0.99646480124391	0	0	0	668548	Gm9234	NA
59052	5.89400039933239	-0.00263434698052389	0.479331895843962	0.481966242824486	0	0	0	0.999998619060993	0.997426583347135	0.998142756193724	0	0	0	59052	Mettl9	chr7
80719	-0.259944656211187	-0.602635957682114	0.362961138730582	0.965597096412697	0	0	0	0.80597207081821	0.909171339638779	0.531232010954163	0	0	0	80719	Igsf6	chr7
246190	-0.134489217863355	2.83115760520894	3.82235557820943	0.991197973000491	4.59683891053884	6.39601864596883	0	0.000787298811855091	8.7908093955044e-05	0.50853636188638	1	1	0	246190	Otoa	chr7
76179	5.41355713023677	0.367252450123983	0.606216247086274	0.238963796962291	0	0	0	0.995185175925141	0.965097286296419	0.99866473432339	0	0	0	76179	Usp31	chr7
20278	3.63909672575585	0.78304318538558	0.820807678844173	0.0377644934585923	0	0	0	0.673968743309595	0.64640678266983	0.991693121587443	0	0	0	20278	Scnn1g	chr7
20277	5.10719544449214	-6.20756133916553	-4.4839946028112	1.72356673635433	-18.0528055856485	-12.1117956008758	3.32523285115744	2.86907777375324e-08	6.93629823883121e-07	0.00490524447412361	-1	-1	0	20277	Scnn1b	chr7
233824	4.9764029790056	-0.503479670219675	-1.02937374095907	-0.52589407073939	0	-0.229007433576808	0	0.99758531096476	0.41217988996096	0.9979074385935	0	0	0	233824	Cog7	chr7
74105	3.76742852088188	2.16501461371748	0.484809621459929	-1.68020499225755	5.74732700440224	0	-3.47048898591457	0.000181954157086845	0.990907590714832	0.00393372361928212	1	0	0	74105	Gga2	chr7
67417	3.29912088436666	-1.0924723717111	-1.44219682817019	-0.34972445645909	-0.48381734278199	-2.37850010980315	0	0.320461212678169	0.0216603968041326	0.997561712906182	0	0	0	67417	Ears2	chr7
28018	5.67355403901906	-0.393550628399827	-0.184866033197943	0.208684595201883	0	0	0	0.998932819730352	0.999854485702366	0.999878199415815	0	0	0	28018	Ubfd1	chr7
70316	1.87275783778453	0.318153889396314	-0.0813090421596327	-0.399462931555947	0	0	0	0.990556985681111	0.999005828586701	0.98560191316403	0	0	0	70316	Ndufab1	chr7
233826	0.715917402004884	0.19051810061124	-0.0770060660216508	-0.267524166632891	0	0	0	0.996233569153945	0.998992052332983	0.99439002775068	0	0	0	233826	Palb2	chr7
59288	4.8793311210865	0.0124688394390624	-0.189505590652187	-0.20197443009125	0	0	0	0.999996857285445	0.999934499308792	0.999943067085141	0	0	0	59288	Dctn5	chr7
18817	1.65373001330401	3.28275984771815	2.8436769625282	-0.439082885189951	5.02497245094655	4.39882303942136	0	0.00044982739382821	0.00103240829072674	0.870270784276772	1	1	0	18817	Plk1	chr7
70261	-0.894790131845856	1.51387073972025	0.989773769415511	-0.524096970304742	0.732707944079733	0	0	0.245187739805235	0.514342040647347	0.772399343661545	0	0	0	70261	Chp2	chr7
18751	-1.14781437597788	0.249493808127987	1.58068562940742	1.33119182127944	0	0.730671122388745	0.416802941771529	0.892654708183192	0.247990570337856	0.352645878353659	0	0	0	18751	Prkcb	chr7
73951	3.50609760933256	0.453746111983009	0.588531362475766	0.134785250492757	0	0	0	0.998033755373113	0.991960948135943	0.999917306634308	0	0	0	73951	4930413G21Rik	chr7
19647	7.7954577414428	0.440710382117541	0.999069756298231	0.558359374180689	0	0	0	0.998768166540868	0.502752857516905	0.997276736565631	0	0	0	19647	Rbbp6	chr7
233833	6.72349366059805	-1.00050279168099	-0.456963016493511	0.54353977518748	-0.0024081553966687	0	0	0.49907175425403	0.984902863810857	0.977268757363089	0	0	0	233833	Tnrc6a	chr7
70497	5.37539728573985	0.275218365030502	0.523807579330799	0.248589214300297	0	0	0	0.998952451951943	0.990129297798935	0.999364560081789	0	0	0	70497	Arhgap17	chr7
30949	4.06084131220133	0.242910055227078	-0.205166689530532	-0.448076744757611	0	0	0	0.999592433453414	0.999774212585624	0.997831262842134	0	0	0	30949	Lcmt1	chr7
73076	-2.88254851884329	4.24084920499984	4.87226991180182	0.631420706801989	4.61427878936427	5.50669062232936	0	0.000793244674346937	0.000255285439014365	0.709586456451228	1	1	0	73076	3100003L05Rik	chr7
77035	0.432653456346735	1.40374718697513	0.933889066040369	-0.469858120934762	1.51600146212858	0	0	0.083172889945733	0.60200643064581	0.959803950161428	0	0	0	77035	Kdm8	chr7
67711	4.6862407271952	1.18120794485551	0.522328157614002	-0.658879787241509	1.19069730356706	0	0	0.133220703419188	0.994724593292423	0.97664162295346	0	0	0	67711	Nsmce1	chr7
16190	7.36439556698839	0.131678002750587	0.888005217939282	0.756327215188695	0	0	0	0.998503844452792	0.68994213433589	0.872750083048763	0	0	0	16190	Il4ra	chr7
